state,year,population,violent crime total,murder and nonnegligent manslaughter,forcible rape,robbery,aggravated assault,property crime total,burglary,larceny-theft,motor vehicle theft,violent crime rate,murder and nonnegligent manslaughter rate,forcible rape rate,robbery rate,aggravated assault rate,property crime rate,burglary rate,larceny-theft rate,motor vehicle theft rate
Alabama,1960,3266740.0,6097.0,406.0,281.0,898.0,4512.0,33823.0,11626.0,19344.0,2853.0,186.6,12.4,8.6,27.5,138.1,1035.4,355.9,592.1,87.3
Alabama,1961,3302000.0,5564.0,427.0,252.0,630.0,4255.0,32541.0,11205.0,18801.0,2535.0,168.5,12.9,7.6,19.1,128.9,985.5,339.3,569.4,76.8
Alabama,1962,3358000.0,5283.0,316.0,218.0,754.0,3995.0,35829.0,11722.0,21306.0,2801.0,157.3,9.4,6.5,22.5,119.0,1067.0,349.1,634.5,83.4
Alabama,1963,3347000.0,6115.0,340.0,192.0,828.0,4755.0,38521.0,12614.0,22874.0,3033.0,182.7,10.2,5.7,24.7,142.1,1150.9,376.9,683.4,90.6
Alabama,1964,3407000.0,7260.0,316.0,397.0,992.0,5555.0,46290.0,15898.0,26713.0,3679.0,213.1,9.3,11.7,29.1,163.0,1358.7,466.6,784.1,108.0
Alabama,1965,3462000.0,6916.0,395.0,367.0,992.0,5162.0,48215.0,16398.0,28115.0,3702.0,199.8,11.4,10.6,28.7,149.1,1392.7,473.7,812.1,106.9
Alabama,1966,3517000.0,8098.0,384.0,341.0,1124.0,6249.0,53740.0,18551.0,30583.0,4606.0,230.3,10.9,9.7,32.0,177.7,1528.0,527.5,869.6,131.0
Alabama,1967,3540000.0,8448.0,415.0,371.0,1167.0,6495.0,57079.0,20227.0,31682.0,5170.0,238.6,11.7,10.5,33.0,183.5,1612.4,571.4,895.0,146.0
Alabama,1968,3566000.0,8288.0,421.0,396.0,1462.0,6009.0,62997.0,22403.0,34508.0,6086.0,232.4,11.8,11.1,41.0,168.5,1766.6,628.2,967.7,170.7
Alabama,1969,3531000.0,8842.0,485.0,494.0,1448.0,6415.0,66248.0,23559.0,36644.0,6045.0,250.4,13.7,14.0,41.0,181.7,1876.2,667.2,1037.8,171.2
Alabama,1970,3444165.0,10185.0,404.0,637.0,1731.0,7413.0,75214.0,26739.0,40779.0,7696.0,295.7,11.7,18.5,50.3,215.2,2183.8,776.4,1184.0,223.5
Alabama,1971,3479000.0,10835.0,524.0,661.0,2005.0,7645.0,76084.0,27547.0,40841.0,7696.0,311.4,15.1,19.0,57.6,219.7,2187.0,791.8,1173.9,221.2
Alabama,1972,3510000.0,10994.0,496.0,660.0,2407.0,7431.0,73053.0,27714.0,38493.0,6846.0,313.2,14.1,18.8,68.6,211.7,2081.3,789.6,1096.7,195.0
Alabama,1973,3539000.0,12390.0,468.0,751.0,2809.0,8362.0,78999.0,31754.0,39206.0,8039.0,350.1,13.2,21.2,79.4,236.3,2232.2,897.3,1107.8,227.2
Alabama,1974,3577000.0,13338.0,536.0,811.0,3562.0,8429.0,93976.0,37841.0,46813.0,9322.0,372.9,15.0,22.7,99.6,235.6,2627.2,1057.9,1308.7,260.6
Alabama,1975,3614000.0,14201.0,577.0,738.0,4446.0,8440.0,111296.0,42059.0,59470.0,9767.0,392.9,16.0,20.4,123.0,233.5,3079.6,1163.8,1645.5,270.3
Alabama,1976,3665000.0,14248.0,553.0,794.0,3520.0,9381.0,125325.0,42879.0,72832.0,9614.0,388.8,15.1,21.7,96.0,256.0,3419.5,1170.0,1987.2,262.3
Alabama,1977,3690000.0,15293.0,524.0,929.0,3572.0,10268.0,121702.0,41901.0,69442.0,10359.0,414.4,14.2,25.2,96.8,278.3,3298.2,1135.5,1881.9,280.7
Alabama,1978,3742000.0,15682.0,499.0,954.0,3708.0,10521.0,131707.0,46001.0,74387.0,11319.0,419.1,13.3,25.5,99.1,281.2,3519.7,1229.3,1987.9,302.5
Alabama,1979,3769000.0,15578.0,496.0,1037.0,4127.0,9918.0,144372.0,48517.0,83791.0,12064.0,413.3,13.2,27.5,109.5,263.1,3830.5,1287.3,2223.2,320.1
Alabama,1980,3861466.0,17320.0,509.0,1158.0,5102.0,10551.0,173191.0,58952.0,102029.0,12210.0,448.5,13.2,30.0,132.1,273.2,4485.1,1526.7,2642.2,316.2
Alabama,1981,3916000.0,18423.0,465.0,1021.0,4952.0,11985.0,173411.0,56811.0,105471.0,11129.0,470.5,11.9,26.1,126.5,306.1,4428.3,1450.7,2693.3,284.2
Alabama,1982,3943000.0,17653.0,417.0,1026.0,4417.0,11793.0,165048.0,49531.0,104740.0,10777.0,447.7,10.6,26.0,112.0,299.1,4185.8,1256.2,2656.4,273.3
Alabama,1983,3959000.0,16471.0,364.0,931.0,3895.0,11281.0,145890.0,42485.0,94279.0,9126.0,416.0,9.2,23.5,98.4,284.9,3685.0,1073.1,2381.4,230.5
Alabama,1984,3990000.0,17204.0,374.0,1002.0,3833.0,11995.0,138487.0,39970.0,89198.0,9319.0,431.2,9.4,25.1,96.1,300.6,3470.9,1001.8,2235.5,233.6
Alabama,1985,4021000.0,18398.0,396.0,1079.0,4237.0,12686.0,140115.0,41612.0,88108.0,10395.0,457.5,9.8,26.8,105.4,315.5,3484.6,1034.9,2191.2,258.5
Alabama,1986,4053000.0,22616.0,409.0,1150.0,4523.0,16534.0,151191.0,46974.0,93396.0,10821.0,558.0,10.1,28.4,111.6,407.9,3730.3,1159.0,2304.4,267.0
Alabama,1987,4083000.0,22833.0,380.0,1137.0,4581.0,16735.0,158918.0,48927.0,99260.0,10731.0,559.2,9.3,27.8,112.2,409.9,3892.2,1198.3,2431.1,262.8
Alabama,1988,4127000.0,23052.0,408.0,1228.0,4860.0,16556.0,165209.0,50920.0,103282.0,11007.0,558.6,9.9,29.8,117.8,401.2,4003.1,1233.8,2502.6,266.7
Alabama,1989,4118000.0,24329.0,421.0,1276.0,5515.0,17117.0,166244.0,47224.0,106771.0,12249.0,590.8,10.2,31.0,133.9,415.7,4037.0,1146.8,2592.8,297.5
Alabama,1990,4040587.0,28630.0,467.0,1319.0,5805.0,21039.0,169974.0,44585.0,111336.0,14053.0,708.6,11.6,32.6,143.7,520.7,4206.7,1103.4,2755.4,347.8
Alabama,1991,4089000.0,34518.0,469.0,1455.0,6246.0,26348.0,184882.0,51873.0,118151.0,14858.0,844.2,11.5,35.6,152.8,644.4,4521.4,1268.6,2889.5,363.4
Alabama,1992,4136000.0,36052.0,455.0,1704.0,6819.0,27074.0,181837.0,49053.0,117801.0,14983.0,871.7,11.0,41.2,164.9,654.6,4396.4,1186.0,2848.2,362.3
Alabama,1993,4187000.0,32676.0,484.0,1471.0,6677.0,24044.0,171598.0,45578.0,111878.0,14142.0,780.4,11.6,35.1,159.5,574.3,4098.4,1088.6,2672.0,337.8
Alabama,1994,4219000.0,28844.0,501.0,1487.0,7223.0,19633.0,178015.0,44064.0,119951.0,14000.0,683.7,11.9,35.2,171.2,465.3,4219.4,1044.4,2843.1,331.8
Alabama,1995,4253000.0,26894.0,475.0,1350.0,7900.0,17169.0,179294.0,43586.0,120967.0,14741.0,632.4,11.2,31.7,185.8,403.7,4215.7,1024.8,2844.3,346.6
Alabama,1996,4273000.0,24159.0,444.0,1397.0,7124.0,15194.0,181803.0,42821.0,123350.0,15632.0,565.4,10.0,33.0,167.0,356.0,4254.7,1002.1,2886.7,366.0
Alabama,1997,4319000.0,24379.0,426.0,1396.0,6931.0,15626.0,186809.0,43786.0,127616.0,15407.0,564.5,9.9,32.3,160.5,361.8,4325.3,1013.8,2954.8,356.7
Alabama,1998,4352000.0,22286.0,354.0,1443.0,5698.0,14791.0,177779.0,41965.0,120943.0,14871.0,512.1,8.1,33.2,130.9,339.9,4085.0,964.3,2779.0,341.7
Alabama,1999,4369862.0,21421.0,345.0,1513.0,5297.0,14266.0,171398.0,38648.0,119616.0,13134.0,490.2,7.9,34.6,121.2,326.5,3922.3,884.4,2737.3,300.6
Alabama,2000,4447100.0,21620.0,329.0,1482.0,5702.0,14107.0,180539.0,40331.0,127399.0,12809.0,486.2,7.4,33.3,128.2,317.2,4059.7,906.9,2864.8,288.0
Alabama,2001,4468912.0,19582.0,379.0,1369.0,5584.0,12250.0,173253.0,40642.0,119992.0,12619.0,438.2,8.5,30.6,125.0,274.1,3876.8,909.4,2685.0,282.4
Alabama,2002,4478896.0,19931.0,303.0,1664.0,5962.0,12002.0,180400.0,42578.0,123932.0,13890.0,445.0,6.8,37.2,133.1,268.0,4027.8,950.6,2767.0,310.1
Alabama,2003,4503726.0,19331.0,299.0,1656.0,6038.0,11338.0,182241.0,43245.0,124039.0,14957.0,429.2,6.6,36.8,134.1,251.7,4046.4,960.2,2754.1,332.1
Alabama,2004,4525375.0,19324.0,254.0,1742.0,6042.0,11286.0,182340.0,44666.0,123650.0,14024.0,427.0,5.6,38.5,133.5,249.4,4029.3,987.0,2732.4,309.9
Alabama,2005,4548327.0,19678.0,374.0,1564.0,6447.0,11293.0,177393.0,43473.0,120780.0,13140.0,433.0,8.2,34.4,141.7,248.3,3900.0,955.8,2656.0,289.0
Alabama,2006,4599030.0,19553.0,382.0,1646.0,7062.0,10463.0,181249.0,44780.0,121451.0,15018.0,425.2,8.3,35.8,153.6,227.5,3941.0,973.7,2640.8,326.5
Alabama,2007,4627851.0,20775.0,412.0,1548.0,7398.0,11417.0,184082.0,45379.0,124465.0,14238.0,448.9,8.9,33.4,159.9,246.7,3977.7,980.6,2689.5,307.7
Alabama,2008,4661900.0,21110.0,351.0,1618.0,7346.0,11795.0,190416.0,50411.0,126539.0,13466.0,452.8,7.5,34.7,157.6,253.0,4084.5,1081.3,2714.3,288.9
Alabama,2009,4708708.0,21194.0,322.0,1504.0,6265.0,13103.0,178007.0,48844.0,118072.0,11091.0,450.1,6.8,31.9,133.1,278.3,3780.4,1037.3,2507.5,235.5
Alabama,2010,4785401.0,18363.0,275.0,1355.0,4864.0,11869.0,168828.0,42484.0,115564.0,10780.0,383.7,5.7,28.3,101.6,248.0,3528.0,887.8,2414.9,225.3
Alabama,2011,4803689.0,20166.0,299.0,1370.0,4906.0,13591.0,173192.0,51119.0,111411.0,10662.0,419.8,6.2,28.5,102.1,282.9,3605.4,1064.2,2319.3,222.0
Alabama,2012,4822023.0,21693.0,342.0,1296.0,5020.0,15035.0,168878.0,47481.0,111523.0,9874.0,449.9,7.1,26.9,104.1,311.8,3502.2,984.7,2312.8,204.8
Alaska,1960,226167.0,236.0,23.0,47.0,64.0,102.0,3494.0,751.0,2195.0,548.0,104.3,10.2,20.8,28.3,45.1,1544.9,332.1,970.5,242.3
Alaska,1961,234000.0,208.0,27.0,31.0,29.0,121.0,3605.0,891.0,2223.0,491.0,88.9,11.5,13.2,12.4,51.7,1540.6,380.8,950.0,209.8
Alaska,1962,246000.0,225.0,11.0,46.0,34.0,134.0,3849.0,865.0,2424.0,560.0,91.5,4.5,18.7,13.8,54.5,1564.6,351.6,985.4,227.6
Alaska,1963,248000.0,272.0,16.0,37.0,55.0,164.0,4843.0,946.0,3010.0,887.0,109.7,6.5,14.9,22.2,66.1,1952.8,381.5,1213.7,357.7
Alaska,1964,250000.0,375.0,26.0,56.0,53.0,240.0,5040.0,1109.0,3046.0,885.0,150.0,10.4,22.4,21.2,96.0,2016.0,443.6,1218.4,354.0
Alaska,1965,253000.0,377.0,16.0,45.0,101.0,215.0,6210.0,1403.0,3777.0,1030.0,149.0,6.3,17.8,39.9,85.0,2454.5,554.5,1492.9,407.1
Alaska,1966,272000.0,409.0,35.0,53.0,98.0,223.0,7168.0,1613.0,4354.0,1201.0,150.4,12.9,19.5,36.0,82.0,2635.3,593.0,1600.7,441.5
Alaska,1967,272000.0,437.0,26.0,48.0,96.0,267.0,7409.0,1873.0,4436.0,1100.0,160.7,9.6,17.6,35.3,98.2,2723.9,688.6,1630.9,404.4
Alaska,1968,277000.0,486.0,29.0,60.0,146.0,251.0,8713.0,2070.0,5307.0,1336.0,175.5,10.5,21.7,52.7,90.6,3145.5,747.3,1915.9,482.3
Alaska,1969,282000.0,624.0,30.0,83.0,190.0,321.0,10318.0,2455.0,6195.0,1668.0,221.3,10.6,29.4,67.4,113.8,3658.9,870.6,2196.8,591.5
Alaska,1970,302173.0,840.0,37.0,79.0,217.0,507.0,10648.0,2387.0,6595.0,1666.0,278.0,12.2,26.1,71.8,167.8,3523.8,789.9,2182.5,551.3
Alaska,1971,313000.0,1112.0,42.0,136.0,210.0,724.0,11923.0,2656.0,7631.0,1636.0,355.3,13.4,43.5,67.1,231.3,3809.3,848.6,2438.0,522.7
Alaska,1972,325000.0,1204.0,31.0,136.0,216.0,821.0,13351.0,3155.0,8577.0,1619.0,370.5,9.5,41.8,66.5,252.6,4108.0,970.8,2639.1,498.2
Alaska,1973,330000.0,1269.0,33.0,147.0,221.0,868.0,15044.0,3852.0,9456.0,1736.0,384.5,10.0,44.5,67.0,263.0,4558.8,1167.3,2865.5,526.1
Alaska,1974,337000.0,1527.0,46.0,166.0,298.0,1017.0,16131.0,3932.0,10016.0,2183.0,453.1,13.6,49.3,88.4,301.8,4786.6,1166.8,2972.1,647.8
Alaska,1975,352000.0,1900.0,43.0,157.0,456.0,1244.0,19912.0,4275.0,12399.0,3238.0,539.8,12.2,44.6,129.5,353.4,5656.8,1214.5,3522.4,919.9
Alaska,1976,382000.0,2063.0,43.0,179.0,477.0,1364.0,21700.0,4653.0,13969.0,3078.0,540.1,11.3,46.9,124.9,357.1,5680.6,1218.1,3656.8,805.8
Alaska,1977,407000.0,1804.0,44.0,210.0,394.0,1156.0,22201.0,5420.0,13715.0,3066.0,443.2,10.8,51.6,96.8,284.0,5454.8,1331.7,3369.8,753.3
Alaska,1978,403000.0,1781.0,52.0,224.0,368.0,1137.0,22585.0,5397.0,14522.0,2666.0,441.9,12.9,55.6,91.3,282.1,5604.2,1339.2,3603.5,661.5
Alaska,1979,406000.0,1994.0,54.0,292.0,445.0,1203.0,23193.0,5616.0,15076.0,2501.0,491.1,13.3,71.9,109.6,296.3,5712.6,1383.3,3713.3,616.0
Alaska,1980,440142.0,1919.0,39.0,250.0,360.0,1270.0,22930.0,5545.0,14916.0,2469.0,436.0,8.9,56.8,81.8,288.5,5209.7,1259.8,3388.9,561.0
Alaska,1981,412000.0,2537.0,60.0,421.0,472.0,1584.0,24634.0,5479.0,16310.0,2845.0,615.8,14.6,102.2,114.6,384.5,5979.1,1329.9,3958.7,690.5
Alaska,1982,438000.0,2732.0,81.0,374.0,586.0,1691.0,24479.0,5204.0,16672.0,2603.0,623.7,18.5,85.4,133.8,386.1,5588.8,1188.1,3806.4,594.3
Alaska,1983,479000.0,2940.0,66.0,486.0,465.0,1923.0,25889.0,5720.0,17085.0,3084.0,613.8,13.8,101.5,97.1,401.5,5404.8,1194.2,3566.8,643.8
Alaska,1984,500000.0,3108.0,58.0,458.0,547.0,2045.0,27468.0,6184.0,18140.0,3144.0,621.6,11.6,91.6,109.4,409.0,5493.6,1236.8,3628.0,628.8
Alaska,1985,521000.0,3031.0,51.0,402.0,484.0,2094.0,27588.0,6209.0,18220.0,3159.0,581.8,9.8,77.2,92.9,401.9,5295.2,1191.7,3497.1,606.3
Alaska,1986,534000.0,3046.0,46.0,388.0,470.0,2142.0,30307.0,6204.0,20879.0,3224.0,570.4,8.6,72.7,88.0,401.1,5675.5,1161.8,3909.9,603.7
Alaska,1987,525000.0,2391.0,53.0,341.0,384.0,1613.0,25841.0,5093.0,18195.0,2553.0,455.4,10.1,65.0,73.1,307.2,4922.1,970.1,3465.7,486.3
Alaska,1988,513000.0,2682.0,29.0,296.0,374.0,1983.0,22566.0,4321.0,15911.0,2334.0,522.8,5.7,57.7,72.9,386.5,4398.8,842.3,3101.6,455.0
Alaska,1989,527000.0,2623.0,42.0,279.0,356.0,1946.0,22567.0,4358.0,15811.0,2398.0,497.7,8.0,52.9,67.6,369.3,4282.2,826.9,3000.2,455.0
Alaska,1990,550043.0,2885.0,41.0,401.0,422.0,2021.0,25457.0,4919.0,17428.0,3110.0,524.5,7.5,72.9,76.7,367.4,4628.2,894.3,3168.5,565.4
Alaska,1991,570000.0,3499.0,42.0,523.0,645.0,2289.0,29000.0,5582.0,20375.0,3043.0,613.9,7.4,91.8,113.2,401.6,5087.7,979.3,3574.6,533.9
Alaska,1992,587000.0,3877.0,44.0,579.0,640.0,2614.0,28816.0,5170.0,20728.0,2918.0,660.5,7.5,98.6,109.0,445.3,4909.0,880.7,3531.2,497.1
Alaska,1993,599000.0,4557.0,54.0,502.0,733.0,3268.0,28795.0,4893.0,21201.0,2701.0,760.8,9.0,83.8,122.4,545.6,4807.2,816.9,3539.4,450.9
Alaska,1994,606000.0,4644.0,38.0,418.0,886.0,3302.0,29947.0,4848.0,21824.0,3275.0,766.3,6.3,69.0,146.2,544.9,4941.7,800.0,3601.3,540.4
Alaska,1995,604000.0,4656.0,55.0,485.0,937.0,3179.0,30097.0,5055.0,21891.0,3151.0,770.9,9.1,80.3,155.1,526.3,4982.9,836.9,3624.3,521.7
Alaska,1996,607000.0,4417.0,45.0,398.0,710.0,3264.0,28667.0,5118.0,20557.0,2992.0,727.7,7.4,65.6,117.0,537.7,4722.7,843.2,3386.7,492.9
Alaska,1997,609000.0,4270.0,54.0,403.0,648.0,3165.0,27840.0,4276.0,20780.0,2784.0,701.1,8.9,66.2,106.4,519.7,4571.4,702.1,3412.2,457.1
Alaska,1998,614000.0,4015.0,41.0,421.0,532.0,3021.0,25316.0,4098.0,18611.0,2607.0,653.9,6.7,68.6,86.6,492.0,4123.1,667.4,3031.1,424.6
Alaska,1999,619500.0,3908.0,52.0,517.0,566.0,2773.0,23099.0,3787.0,16654.0,2658.0,630.8,8.4,83.5,91.4,447.6,3728.7,611.3,2688.3,429.1
Alaska,2000,626932.0,3554.0,27.0,497.0,490.0,2540.0,23087.0,3899.0,16838.0,2350.0,566.9,4.3,79.3,78.2,405.1,3682.5,621.9,2685.8,374.8
Alaska,2001,633630.0,3735.0,39.0,501.0,514.0,2681.0,23160.0,3847.0,16695.0,2618.0,589.5,6.2,79.1,81.1,423.1,3655.1,607.1,2634.8,413.2
Alaska,2002,641482.0,3627.0,33.0,511.0,489.0,2594.0,24118.0,3908.0,17739.0,2471.0,565.4,5.1,79.7,76.2,404.4,3759.7,609.2,2765.3,385.2
Alaska,2003,648280.0,3877.0,39.0,605.0,446.0,2787.0,24386.0,3874.0,18051.0,2461.0,598.0,6.0,93.3,68.8,429.9,3761.6,597.6,2784.4,379.6
Alaska,2004,657755.0,4159.0,37.0,558.0,447.0,3117.0,22172.0,3773.0,16159.0,2240.0,632.3,5.6,84.8,68.0,473.9,3370.9,573.6,2456.7,340.6
Alaska,2005,663253.0,4194.0,32.0,538.0,537.0,3087.0,23975.0,4131.0,17249.0,2595.0,632.0,4.8,81.1,81.0,465.4,3615.0,622.8,2601.0,391.0
Alaska,2006,670053.0,4610.0,36.0,512.0,600.0,3462.0,23975.0,4155.0,17284.0,2536.0,688.0,5.4,76.4,89.5,516.7,3578.1,620.1,2579.5,378.5
Alaska,2007,683478.0,4520.0,43.0,545.0,581.0,3351.0,23096.0,3734.0,16929.0,2433.0,661.3,6.3,79.7,85.0,490.3,3379.2,546.3,2476.9,356.0
Alaska,2008,686293.0,4475.0,27.0,447.0,645.0,3356.0,20090.0,3237.0,15225.0,1628.0,652.1,3.9,65.1,94.0,489.0,2927.3,471.7,2218.4,237.2
Alaska,2009,698473.0,4424.0,22.0,513.0,654.0,3235.0,20538.0,3600.0,15251.0,1687.0,633.4,3.1,73.4,93.6,463.2,2940.4,515.4,2183.5,241.5
Alaska,2010,714146.0,4537.0,31.0,533.0,594.0,3379.0,20259.0,3105.0,15535.0,1619.0,635.3,4.3,74.6,83.2,473.2,2836.8,434.8,2175.3,226.7
Alaska,2011,723860.0,4416.0,30.0,436.0,576.0,3374.0,19094.0,2852.0,14854.0,1388.0,610.1,4.1,60.2,79.6,466.1,2637.8,394.0,2052.1,191.7
Alaska,2012,731449.0,4412.0,30.0,583.0,630.0,3169.0,20037.0,2950.0,15565.0,1522.0,603.2,4.1,79.7,86.1,433.2,2739.4,403.3,2128.0,208.1
Arizona,1960,1302161.0,2704.0,78.0,209.0,706.0,1711.0,36539.0,8926.0,23207.0,4406.0,207.7,6.0,16.1,54.2,131.4,2806.0,685.5,1782.2,338.4
Arizona,1961,1391000.0,2288.0,84.0,200.0,786.0,1218.0,41304.0,10262.0,26099.0,4943.0,164.5,6.0,14.4,56.5,87.6,2969.4,737.7,1876.3,355.4
Arizona,1962,1509000.0,2610.0,86.0,198.0,851.0,1475.0,45694.0,11693.0,28605.0,5396.0,173.0,5.7,13.1,56.4,97.7,3028.1,774.9,1895.6,357.6
Arizona,1963,1559000.0,3027.0,93.0,222.0,897.0,1815.0,49894.0,12944.0,31213.0,5737.0,194.2,6.0,14.2,57.5,116.4,3200.4,830.3,2002.1,368.0
Arizona,1964,1581000.0,3368.0,83.0,259.0,967.0,2059.0,54264.0,13726.0,35190.0,5348.0,213.0,5.2,16.4,61.2,130.2,3432.3,868.2,2225.8,338.3
Arizona,1965,1608000.0,3092.0,80.0,286.0,895.0,1831.0,53957.0,13129.0,36208.0,4620.0,192.3,5.0,17.8,55.7,113.9,3355.5,816.5,2251.7,287.3
Arizona,1966,1618000.0,3272.0,98.0,296.0,898.0,1980.0,63645.0,15066.0,42555.0,6024.0,202.2,6.1,18.3,55.5,122.4,3933.6,931.1,2630.1,372.3
Arizona,1967,1634000.0,3892.0,91.0,273.0,1224.0,2304.0,75160.0,18583.0,49923.0,6654.0,238.2,5.6,16.7,74.9,141.0,4599.8,1137.3,3055.3,407.2
Arizona,1968,1670000.0,4402.0,105.0,313.0,1448.0,2536.0,77001.0,19496.0,50471.0,7034.0,263.6,6.3,18.7,86.7,151.9,4610.8,1167.4,3022.2,421.2
Arizona,1969,1693000.0,5742.0,102.0,390.0,1692.0,3558.0,82710.0,22053.0,53231.0,7426.0,339.2,6.0,23.0,99.9,210.2,4885.4,1302.6,3144.2,438.6
Arizona,1970,1772482.0,6564.0,168.0,478.0,2130.0,3788.0,98265.0,26464.0,62918.0,8883.0,370.3,9.5,27.0,120.2,213.7,5543.9,1493.0,3549.7,501.2
Arizona,1971,1849000.0,7407.0,124.0,553.0,2095.0,4635.0,102451.0,26549.0,67566.0,8336.0,400.6,6.7,29.9,113.3,250.7,5540.9,1435.9,3654.2,450.8
Arizona,1972,1945000.0,8731.0,142.0,650.0,2350.0,5589.0,106671.0,31429.0,66883.0,8359.0,448.9,7.3,33.4,120.8,287.4,5484.4,1615.9,3438.7,429.8
Arizona,1973,2058000.0,9877.0,167.0,637.0,3031.0,6042.0,128089.0,40301.0,76560.0,11228.0,479.9,8.1,31.0,147.3,293.6,6224.0,1958.3,3720.1,545.6
Arizona,1974,2153000.0,12202.0,206.0,807.0,4396.0,6793.0,164811.0,54557.0,97286.0,12968.0,566.7,9.6,37.5,204.2,315.5,7654.9,2534.0,4518.6,602.3
Arizona,1975,2224000.0,12184.0,191.0,789.0,3780.0,7424.0,173331.0,56265.0,105588.0,11478.0,547.8,8.6,35.5,170.0,333.8,7793.7,2529.9,4747.7,516.1
Arizona,1976,2270000.0,10335.0,177.0,674.0,2949.0,6535.0,168686.0,53722.0,105389.0,9575.0,455.3,7.8,29.7,129.9,287.9,7431.1,2366.6,4642.7,421.8
Arizona,1977,2296000.0,11347.0,217.0,786.0,3173.0,7171.0,166528.0,53866.0,102571.0,10091.0,494.2,9.5,34.2,138.2,312.3,7253.0,2346.1,4467.4,439.5
Arizona,1978,2354000.0,12996.0,221.0,1040.0,3835.0,7900.0,165998.0,49023.0,106042.0,10933.0,552.1,9.4,44.2,162.9,335.6,7051.7,2082.5,4504.8,464.4
Arizona,1979,2450000.0,14528.0,219.0,1120.0,4305.0,8884.0,177977.0,48916.0,116976.0,12085.0,593.0,8.9,45.7,175.7,362.6,7264.4,1996.6,4774.5,493.3
Arizona,1980,2715357.0,17673.0,279.0,1227.0,5258.0,10909.0,204193.0,58527.0,132814.0,12852.0,650.9,10.3,45.2,193.6,401.8,7519.9,2155.4,4891.2,473.3
Arizona,1981,2793000.0,16082.0,227.0,1064.0,4961.0,9830.0,196575.0,57655.0,127469.0,11451.0,575.8,8.1,38.1,177.6,352.0,7038.1,2064.3,4563.9,410.0
Arizona,1982,2860000.0,14785.0,236.0,1100.0,4537.0,8912.0,189161.0,53861.0,124723.0,10577.0,517.0,8.3,38.5,158.6,311.6,6614.0,1883.3,4360.9,369.8
Arizona,1983,2963000.0,14642.0,213.0,1241.0,3923.0,9265.0,174740.0,49440.0,114721.0,10579.0,494.2,7.2,41.9,132.4,312.7,5897.4,1668.6,3871.8,357.0
Arizona,1984,3053000.0,15756.0,238.0,1316.0,4003.0,10199.0,182670.0,52327.0,118604.0,11739.0,516.1,7.8,43.1,131.1,334.1,5983.3,1714.0,3884.8,384.5
Arizona,1985,3187000.0,19202.0,254.0,1458.0,4670.0,12820.0,207591.0,59585.0,135720.0,12286.0,602.5,8.0,45.7,146.5,402.3,6513.7,1869.6,4258.6,385.5
Arizona,1986,3317000.0,21835.0,307.0,1425.0,5614.0,14489.0,221015.0,63278.0,143845.0,13892.0,658.3,9.3,43.0,169.2,436.8,6663.1,1907.7,4336.6,418.8
Arizona,1987,3386000.0,20742.0,253.0,1396.0,4687.0,14406.0,222663.0,55059.0,153296.0,14308.0,612.6,7.5,41.2,138.4,425.5,6576.0,1626.1,4527.3,422.6
Arizona,1988,3466000.0,21147.0,294.0,1345.0,4750.0,14758.0,237808.0,54773.0,167121.0,15914.0,610.1,8.5,38.8,137.0,425.8,6861.2,1580.3,4821.7,459.1
Arizona,1989,3556000.0,21320.0,237.0,1286.0,4944.0,14853.0,265284.0,59284.0,181574.0,24426.0,599.6,6.7,36.2,139.0,417.7,7460.2,1667.2,5106.1,686.9
Arizona,1990,3665228.0,23911.0,284.0,1500.0,5897.0,16230.0,265229.0,61206.0,172375.0,31648.0,652.4,7.7,40.9,160.9,442.8,7236.4,1669.9,4703.0,863.5
Arizona,1991,3750000.0,25152.0,291.0,1590.0,6215.0,17056.0,252559.0,60281.0,159987.0,32291.0,670.7,7.8,42.4,165.7,454.8,6734.9,1607.5,4266.3,861.1
Arizona,1992,3832000.0,25706.0,312.0,1647.0,5867.0,17880.0,243629.0,54095.0,158053.0,31481.0,670.8,8.1,43.0,153.1,466.6,6357.8,1411.7,4124.6,821.5
Arizona,1993,3936000.0,28142.0,339.0,1488.0,6412.0,19903.0,264371.0,57684.0,172689.0,33998.0,715.0,8.6,37.8,162.9,505.7,6716.7,1465.5,4387.4,863.8
Arizona,1994,4075000.0,28653.0,426.0,1465.0,6601.0,20161.0,294273.0,60157.0,190649.0,43467.0,703.1,10.5,36.0,162.0,494.7,7221.4,1476.2,4678.5,1066.7
Arizona,1995,4218000.0,30095.0,439.0,1418.0,7329.0,20909.0,316355.0,59762.0,207763.0,48830.0,713.5,10.4,33.6,173.8,495.7,7500.1,1416.8,4925.6,1157.7
Arizona,1996,4428000.0,27963.0,377.0,1381.0,7429.0,18776.0,284964.0,55630.0,188300.0,41034.0,631.5,8.5,31.2,167.8,424.0,6435.5,1256.3,4252.5,926.7
Arizona,1997,4555000.0,28411.0,375.0,1492.0,7547.0,18997.0,299323.0,60077.0,195045.0,44201.0,623.7,8.2,32.8,165.7,417.1,6571.3,1318.9,4282.0,970.4
Arizona,1998,4669000.0,26984.0,376.0,1451.0,7715.0,17442.0,280001.0,56473.0,183137.0,40391.0,577.9,8.1,31.1,165.2,373.6,5997.0,1209.5,3922.4,865.1
Arizona,1999,4778332.0,26334.0,384.0,1383.0,7288.0,17279.0,255401.0,49423.0,167731.0,38247.0,551.1,8.0,28.9,152.5,361.6,5345.0,1034.3,3510.2,800.4
