state,year,population,violent crime total,murder and nonnegligent manslaughter,forcible rape,robbery,aggravated assault,property crime total,burglary,larceny-theft,motor vehicle theft,violent crime rate,murder and nonnegligent manslaughter rate,forcible rape rate,robbery rate,aggravated assault rate,property crime rate,burglary rate,larceny-theft rate,motor vehicle theft rate
Delaware,1991,680000.0,4857.0,37.0,588.0,1460.0,2772.0,35055.0,7668.0,24836.0,2551.0,714.3,5.4,86.5,214.7,407.6,5155.1,1127.6,3652.4,375.1
Delaware,1992,689000.0,4280.0,32.0,591.0,1042.0,2615.0,29126.0,6598.0,20419.0,2109.0,621.2,4.6,85.8,151.2,379.5,4227.3,957.6,2963.6,306.1
Delaware,1993,700000.0,4801.0,35.0,539.0,1307.0,2920.0,29304.0,6244.0,20853.0,2207.0,685.9,5.0,77.0,186.7,417.1,4186.3,892.0,2979.0,315.3
Delaware,1994,706000.0,4549.0,33.0,546.0,1141.0,2829.0,29971.0,6198.0,20828.0,2945.0,644.3,4.7,77.3,161.6,400.7,4245.2,877.9,2950.1,417.1
Delaware,1995,717000.0,5198.0,25.0,575.0,1425.0,3173.0,31790.0,6491.0,22329.0,2970.0,725.0,3.5,80.2,198.7,442.5,4433.8,905.3,3114.2,414.2
Delaware,1996,725000.0,4845.0,31.0,454.0,1304.0,3056.0,30643.0,5830.0,21665.0,3148.0,668.3,4.3,62.6,179.9,421.5,4226.6,804.1,2988.3,434.2
Delaware,1997,732000.0,5753.0,22.0,428.0,1783.0,3520.0,36578.0,6421.0,25904.0,4253.0,785.9,3.0,58.5,243.6,480.9,4997.0,877.2,3538.8,581.0
Delaware,1998,744000.0,5672.0,21.0,499.0,1445.0,3707.0,34230.0,6395.0,24649.0,3186.0,762.4,2.8,67.1,194.2,498.3,4600.8,859.5,3313.0,428.2
Delaware,1999,753538.0,5534.0,24.0,529.0,1492.0,3489.0,30922.0,5245.0,22634.0,3043.0,734.4,3.2,70.2,198.0,463.0,4103.6,696.0,3003.7,403.8
Delaware,2000,783600.0,5363.0,25.0,424.0,1394.0,3520.0,29727.0,5216.0,21360.0,3151.0,684.4,3.2,54.1,177.9,449.2,3793.6,665.6,2725.9,402.1
Delaware,2001,796599.0,4868.0,23.0,420.0,1156.0,3269.0,27399.0,5144.0,19476.0,2779.0,611.1,2.9,52.7,145.1,410.4,3439.5,645.7,2444.9,348.9
Delaware,2002,805945.0,4836.0,26.0,358.0,1154.0,3298.0,26967.0,5355.0,18555.0,3057.0,600.0,3.2,44.4,143.2,409.2,3346.0,664.4,2302.3,379.3
Delaware,2003,818166.0,5525.0,21.0,370.0,1441.0,3693.0,27943.0,6066.0,18933.0,2944.0,675.3,2.6,45.2,176.1,451.4,3415.3,741.4,2314.1,359.8
Delaware,2004,830069.0,5105.0,28.0,357.0,1343.0,3377.0,27256.0,5669.0,19285.0,2302.0,615.0,3.4,43.0,161.8,406.8,3283.6,683.0,2323.3,277.3
Delaware,2005,841741.0,5332.0,37.0,377.0,1306.0,3612.0,26245.0,5811.0,18085.0,2349.0,633.0,4.4,44.8,155.2,429.1,3118.0,690.4,2148.0,279.0
Delaware,2006,853476.0,5983.0,42.0,417.0,1791.0,3733.0,29670.0,6337.0,20449.0,2884.0,701.0,4.9,48.9,209.8,437.4,3476.4,742.5,2396.0,337.9
Delaware,2007,864764.0,6100.0,39.0,341.0,1763.0,3957.0,29216.0,6420.0,20454.0,2342.0,705.4,4.5,39.4,203.9,457.6,3378.5,742.4,2365.3,270.8
Delaware,2008,873092.0,6187.0,57.0,371.0,1847.0,3912.0,31385.0,6783.0,22045.0,2557.0,708.6,6.5,42.5,211.5,448.1,3594.7,776.9,2524.9,292.9
Delaware,2009,885122.0,5713.0,41.0,395.0,1680.0,3597.0,29685.0,6943.0,20836.0,1906.0,645.4,4.6,44.6,189.8,406.4,3353.8,784.4,2354.0,215.3
Delaware,2010,899792.0,5608.0,51.0,326.0,1839.0,3392.0,31078.0,7550.0,21593.0,1935.0,623.3,5.7,36.2,204.4,377.0,3453.9,839.1,2399.8,215.0
Delaware,2011,908137.0,5144.0,48.0,307.0,1558.0,3231.0,31163.0,7617.0,22001.0,1545.0,566.4,5.3,33.8,171.6,355.8,3431.5,838.8,2422.7,170.1
Delaware,2012,917092.0,5020.0,57.0,243.0,1492.0,3228.0,30639.0,7371.0,21832.0,1436.0,547.4,6.2,26.5,162.7,352.0,3340.9,803.7,2380.6,156.6
District of Columbia,1960,763956.0,4230.0,81.0,111.0,1072.0,2966.0,16495.0,4587.0,9905.0,2003.0,553.7,10.6,14.5,140.3,388.2,2159.2,600.4,1296.5,262.2
District of Columbia,1961,763956.0,4491.0,88.0,100.0,1348.0,2955.0,17093.0,4902.0,9732.0,2459.0,587.9,11.5,13.1,176.4,386.8,2237.4,641.7,1273.9,321.9
District of Columbia,1962,784000.0,4750.0,91.0,82.0,1572.0,3005.0,17458.0,5022.0,9855.0,2581.0,605.9,11.6,10.5,200.5,383.3,2226.8,640.6,1257.0,329.2
District of Columbia,1963,798000.0,4740.0,95.0,87.0,1707.0,2851.0,20844.0,6984.0,10395.0,3465.0,594.0,11.9,10.9,213.9,357.3,2612.0,875.2,1302.6,434.2
District of Columbia,1964,808000.0,5112.0,132.0,96.0,2279.0,2605.0,25222.0,8910.0,10920.0,5392.0,632.7,16.3,11.9,282.1,322.4,3121.5,1102.7,1351.5,667.3
District of Columbia,1965,803000.0,5804.0,148.0,140.0,2881.0,2635.0,28081.0,9886.0,12576.0,5619.0,722.8,18.4,17.4,358.8,328.1,3497.0,1231.1,1566.1,699.8
District of Columbia,1966,808000.0,7155.0,141.0,134.0,3703.0,3177.0,32782.0,10498.0,15719.0,6565.0,885.5,17.5,16.6,458.3,393.2,4057.2,1299.3,1945.4,812.5
District of Columbia,1967,809000.0,9252.0,178.0,172.0,5759.0,3143.0,44634.0,14702.0,21425.0,8507.0,1143.6,22.0,21.3,711.9,388.5,5517.2,1817.3,2648.3,1051.5
District of Columbia,1968,809000.0,12180.0,195.0,260.0,8622.0,3103.0,51473.0,17950.0,22169.0,11354.0,1505.6,24.1,32.1,1065.8,383.6,6362.5,2218.8,2740.3,1403.5
District of Columbia,1969,798000.0,17038.0,287.0,776.0,12366.0,3609.0,66002.0,22902.0,31910.0,11190.0,2135.1,36.0,97.2,1549.6,452.3,8270.9,2869.9,3998.7,1402.3
District of Columbia,1970,756510.0,16846.0,221.0,720.0,11816.0,4089.0,65488.0,21740.0,32638.0,11110.0,2226.8,29.2,95.2,1561.9,540.5,8656.6,2873.7,4314.3,1468.6
District of Columbia,1971,741000.0,16084.0,275.0,615.0,11222.0,3972.0,54432.0,18818.0,26882.0,8732.0,2170.6,37.1,83.0,1514.4,536.0,7345.7,2539.5,3627.8,1178.4
District of Columbia,1972,748000.0,12607.0,245.0,714.0,7751.0,3897.0,46225.0,12801.0,27603.0,5821.0,1685.4,32.8,95.5,1036.2,521.0,6179.8,1711.4,3690.2,778.2
District of Columbia,1973,746000.0,11626.0,268.0,596.0,7171.0,3591.0,47295.0,11801.0,30781.0,4713.0,1558.4,35.9,79.9,961.3,481.4,6339.8,1581.9,4126.1,631.8
District of Columbia,1974,723000.0,11590.0,277.0,561.0,7941.0,2811.0,43054.0,14126.0,25004.0,3924.0,1603.0,38.3,77.6,1098.3,388.8,5954.9,1953.8,3458.4,542.7
District of Columbia,1975,716000.0,12704.0,235.0,520.0,9137.0,2812.0,42453.0,13164.0,25892.0,3397.0,1774.3,32.8,72.6,1276.1,392.7,5929.2,1838.5,3616.2,474.4
District of Columbia,1976,702000.0,10399.0,188.0,508.0,7044.0,2659.0,39327.0,11869.0,24506.0,2952.0,1481.3,26.8,72.4,1003.4,378.8,5602.1,1690.7,3490.9,420.5
District of Columbia,1977,690000.0,9843.0,192.0,402.0,6655.0,2594.0,39978.0,11590.0,25646.0,2742.0,1426.5,27.8,58.3,964.5,375.9,5793.9,1679.7,3716.8,397.4
District of Columbia,1978,674000.0,9515.0,189.0,447.0,6333.0,2546.0,41435.0,12497.0,25744.0,3194.0,1411.7,28.0,66.3,939.6,377.7,6147.6,1854.2,3819.6,473.9
District of Columbia,1979,656000.0,10553.0,180.0,489.0,6920.0,2964.0,45877.0,13452.0,28819.0,3606.0,1608.7,27.4,74.5,1054.9,451.8,6993.4,2050.6,4393.1,549.7
District of Columbia,1980,635233.0,12772.0,200.0,439.0,8897.0,3236.0,50896.0,16260.0,31068.0,3568.0,2010.6,31.5,69.1,1400.6,509.4,8012.2,2559.7,4890.8,561.7
District of Columbia,1981,636000.0,14468.0,223.0,414.0,10399.0,3432.0,53442.0,16832.0,32845.0,3765.0,2274.8,35.1,65.1,1635.1,539.6,8402.8,2646.5,5164.3,592.0
District of Columbia,1982,631000.0,13397.0,194.0,421.0,9137.0,3645.0,52295.0,14774.0,33435.0,4086.0,2123.1,30.7,66.7,1448.0,577.7,8287.6,2341.4,5298.7,647.5
District of Columbia,1983,623000.0,11933.0,183.0,406.0,7698.0,3646.0,45843.0,12483.0,29405.0,3955.0,1915.4,29.4,65.2,1235.6,585.2,7358.4,2003.7,4719.9,634.8
District of Columbia,1984,623000.0,10725.0,175.0,366.0,6087.0,4097.0,42799.0,10954.0,27471.0,4374.0,1721.5,28.1,58.7,977.0,657.6,6869.8,1758.3,4409.5,702.1
District of Columbia,1985,626000.0,10171.0,147.0,337.0,5230.0,4457.0,39904.0,10005.0,24874.0,5025.0,1624.8,23.5,53.8,835.5,712.0,6374.4,1598.2,3973.5,802.7
District of Columbia,1986,626000.0,9423.0,194.0,328.0,4720.0,4181.0,42781.0,10815.0,25861.0,6105.0,1505.3,31.0,52.4,754.0,667.9,6834.0,1727.6,4131.2,975.2
District of Columbia,1987,622000.0,10016.0,225.0,245.0,4462.0,5084.0,42553.0,11244.0,25012.0,6297.0,1610.3,36.2,39.4,717.4,817.4,6841.3,1807.7,4021.2,1012.4
District of Columbia,1988,620000.0,11914.0,369.0,165.0,5690.0,5690.0,49557.0,12300.0,28624.0,8633.0,1921.6,59.5,26.6,917.7,917.7,7993.1,1983.9,4616.8,1392.4
District of Columbia,1989,604000.0,12937.0,434.0,186.0,6542.0,5775.0,49235.0,11780.0,29164.0,8291.0,2141.9,71.9,30.8,1083.1,956.1,8151.5,1950.3,4828.5,1372.7
District of Columbia,1990,606900.0,14919.0,472.0,303.0,7365.0,6779.0,50470.0,12035.0,30326.0,8109.0,2458.2,77.8,49.9,1213.5,1117.0,8316.0,1983.0,4996.9,1336.1
District of Columbia,1991,598000.0,14671.0,482.0,214.0,7269.0,6706.0,49722.0,12405.0,29182.0,8135.0,2453.3,80.6,35.8,1215.6,1121.4,8314.7,2074.4,4879.9,1360.4
District of Columbia,1992,589000.0,16685.0,443.0,215.0,7459.0,8568.0,50502.0,10721.0,30663.0,9118.0,2832.8,75.2,36.5,1266.4,1454.7,8574.2,1820.2,5205.9,1548.0
District of Columbia,1993,578000.0,16888.0,454.0,324.0,7107.0,9003.0,51091.0,11534.0,31495.0,8062.0,2921.8,78.5,56.1,1229.6,1557.6,8839.3,1995.5,5449.0,1394.8
District of Columbia,1994,570000.0,15177.0,399.0,249.0,6311.0,8218.0,48009.0,10037.0,29711.0,8261.0,2662.6,70.0,43.7,1107.2,1441.8,8422.6,1760.9,5212.5,1449.3
District of Columbia,1995,554000.0,14744.0,360.0,292.0,6864.0,7228.0,52697.0,10185.0,32319.0,10193.0,2661.4,65.0,52.7,1239.0,1304.7,9512.1,1838.4,5833.8,1839.9
District of Columbia,1996,543000.0,13411.0,397.0,260.0,6444.0,6310.0,51188.0,9828.0,31385.0,9975.0,2469.8,73.1,47.9,1186.7,1162.1,9426.9,1809.9,5779.9,1837.0
District of Columbia,1997,529000.0,10708.0,301.0,218.0,4501.0,5688.0,41341.0,6963.0,26809.0,7569.0,2024.2,56.9,41.2,850.9,1075.2,7814.9,1316.3,5067.9,1430.8
District of Columbia,1998,523000.0,8988.0,260.0,190.0,3606.0,4932.0,37222.0,6361.0,24360.0,6501.0,1718.5,49.7,36.3,689.5,943.0,7117.0,1216.3,4657.7,1243.0
District of Columbia,1999,519000.0,8448.0,241.0,248.0,3344.0,4615.0,33420.0,5067.0,21701.0,6652.0,1627.7,46.4,47.8,644.3,889.2,6439.3,976.3,4181.3,1281.7
District of Columbia,2000,572059.0,8626.0,239.0,251.0,3554.0,4582.0,33000.0,4745.0,21655.0,6600.0,1507.9,41.8,43.9,621.3,801.0,5768.6,829.5,3785.4,1153.7
District of Columbia,2001,573822.0,9195.0,231.0,181.0,3780.0,5003.0,35232.0,4949.0,22313.0,7970.0,1602.4,40.3,31.5,658.7,871.9,6139.9,862.5,3888.5,1388.9
District of Columbia,2002,569157.0,9322.0,264.0,262.0,3834.0,4962.0,36477.0,5170.0,21708.0,9599.0,1637.9,46.4,46.0,673.6,871.8,6409.0,908.4,3814.1,1686.5
District of Columbia,2003,557620.0,9061.0,249.0,274.0,3941.0,4597.0,32696.0,4671.0,18119.0,9906.0,1624.9,44.7,49.1,706.8,824.4,5863.5,837.7,3249.3,1776.5
District of Columbia,2004,554239.0,7590.0,198.0,222.0,3202.0,3968.0,26896.0,3946.0,14542.0,8408.0,1369.4,35.7,40.1,577.7,715.9,4852.8,712.0,2623.8,1517.0
District of Columbia,2005,582049.0,8032.0,195.0,166.0,3700.0,3971.0,26133.0,3577.0,14836.0,7720.0,1380.0,33.5,28.5,635.7,682.2,4490.0,614.6,2549.0,1326.0
District of Columbia,2006,581530.0,8772.0,169.0,185.0,3829.0,4589.0,27064.0,3835.0,15908.0,7321.0,1508.4,29.1,31.8,658.4,789.1,4653.9,659.5,2735.5,1258.9
District of Columbia,2007,588292.0,8325.0,181.0,192.0,4265.0,3687.0,28922.0,3926.0,17390.0,7606.0,1415.1,30.8,32.6,725.0,626.7,4916.3,667.4,2956.0,1292.9
District of Columbia,2008,591833.0,8509.0,186.0,186.0,4430.0,3707.0,30211.0,3788.0,19958.0,6465.0,1437.7,31.4,31.4,748.5,626.4,5104.6,640.0,3372.2,1092.4
District of Columbia,2009,599657.0,8089.0,145.0,150.0,4404.0,3390.0,28495.0,3696.0,19267.0,5532.0,1348.9,24.2,25.0,734.4,565.3,4751.9,616.4,3213.0,922.5
District of Columbia,2010,604912.0,8026.0,132.0,187.0,4325.0,3382.0,28802.0,4233.0,19514.0,5055.0,1326.8,21.8,30.9,715.0,559.1,4761.4,699.8,3225.9,835.7
District of Columbia,2011,619020.0,7433.0,108.0,173.0,4094.0,3058.0,29654.0,3850.0,21347.0,4457.0,1200.8,17.4,27.9,661.4,494.0,4790.5,622.0,3448.5,720.0
District of Columbia,2012,632323.0,7864.0,88.0,236.0,4036.0,3504.0,30736.0,3519.0,23556.0,3661.0,1243.7,13.9,37.3,638.3,554.1,4860.8,556.5,3725.3,579.0
Florida,1960,4951560.0,11061.0,527.0,403.0,4005.0,6126.0,122858.0,39966.0,73603.0,9289.0,223.4,10.6,8.1,80.9,123.7,2481.2,807.1,1486.5,187.6
Florida,1961,5222000.0,11376.0,477.0,398.0,3746.0,6755.0,117144.0,37627.0,70655.0,8862.0,217.8,9.1,7.6,71.7,129.4,2243.3,720.5,1353.0,169.7
Florida,1962,5459000.0,10489.0,420.0,318.0,3457.0,6294.0,128028.0,40575.0,78266.0,9187.0,192.1,7.7,5.8,63.3,115.3,2345.3,743.3,1433.7,168.3
Florida,1963,5652000.0,12150.0,463.0,398.0,4017.0,7272.0,145313.0,46604.0,89034.0,9675.0,215.0,8.2,7.0,71.1,128.7,2571.0,824.6,1575.3,171.2
Florida,1964,5705000.0,16539.0,489.0,589.0,4958.0,10503.0,175041.0,54959.0,108307.0,11775.0,289.9,8.6,10.3,86.9,184.1,3068.2,963.3,1898.5,206.4
Florida,1965,5805000.0,17386.0,518.0,771.0,5146.0,10951.0,175351.0,55556.0,107733.0,12062.0,299.5,8.9,13.3,88.6,188.6,3020.7,957.0,1855.9,207.8
Florida,1966,5941000.0,20069.0,612.0,871.0,5933.0,12653.0,200716.0,62839.0,123424.0,14453.0,337.8,10.3,14.7,99.9,213.0,3378.5,1057.7,2077.5,243.3
Florida,1967,5995000.0,23399.0,630.0,913.0,7850.0,14006.0,222612.0,73188.0,132298.0,17126.0,390.3,10.5,15.2,130.9,233.6,3713.3,1220.8,2206.8,285.7
Florida,1968,6160000.0,27913.0,731.0,1113.0,9849.0,16220.0,249194.0,81743.0,147745.0,19706.0,453.1,11.9,18.1,159.9,263.3,4045.4,1327.0,2398.5,319.9
Florida,1969,6354000.0,29411.0,720.0,1347.0,10345.0,16999.0,271930.0,86308.0,161291.0,24331.0,462.9,11.3,21.2,162.8,267.5,4279.7,1358.3,2538.4,382.9
Florida,1970,6789443.0,33824.0,860.0,1509.0,12636.0,18819.0,327182.0,106036.0,194216.0,26930.0,498.2,12.7,22.2,186.1,277.2,4819.0,1561.8,2860.6,396.6
Florida,1971,7041000.0,38575.0,933.0,1708.0,13422.0,22512.0,360864.0,118175.0,215037.0,27652.0,547.9,13.3,24.3,190.6,319.7,5125.2,1678.4,3054.1,392.7
Florida,1972,7259000.0,40252.0,924.0,1920.0,13745.0,23663.0,350054.0,116516.0,206962.0,26576.0,554.5,12.7,26.4,189.4,326.0,4822.3,1605.1,2851.1,366.1
Florida,1973,7678000.0,46419.0,1180.0,2447.0,17069.0,25723.0,411212.0,142597.0,234073.0,34542.0,604.6,15.4,31.9,222.3,335.0,5355.7,1857.2,3048.6,449.9
Florida,1974,8090000.0,54821.0,1191.0,2910.0,22263.0,28457.0,542815.0,185042.0,318708.0,39065.0,677.6,14.7,36.0,275.2,351.8,6709.7,2287.3,3939.5,482.9
Florida,1975,8357000.0,57540.0,1130.0,2986.0,20031.0,33393.0,587723.0,196358.0,354374.0,36991.0,688.5,13.5,35.7,239.7,399.6,7032.7,2349.6,4240.4,442.6
Florida,1976,8421000.0,54597.0,903.0,3055.0,15695.0,34944.0,536283.0,164609.0,343069.0,28605.0,648.3,10.7,36.3,186.4,415.0,6368.4,1954.7,4074.0,339.7
Florida,1977,8452000.0,58052.0,859.0,3348.0,15885.0,37960.0,511494.0,157195.0,324601.0,29698.0,686.8,10.2,39.6,187.9,449.1,6051.8,1859.9,3840.5,351.4
Florida,1978,8594000.0,65792.0,949.0,3960.0,17701.0,43182.0,541760.0,170061.0,338299.0,33400.0,765.6,11.0,46.1,206.0,502.5,6303.9,1978.8,3936.5,388.6
Florida,1979,8860000.0,73881.0,1084.0,4576.0,22097.0,46124.0,607281.0,190884.0,378099.0,38298.0,833.9,12.2,51.6,249.4,520.6,6854.2,2154.4,4267.5,432.3
Florida,1980,9567112.0,94095.0,1387.0,5439.0,34015.0,53254.0,709730.0,239825.0,424223.0,45682.0,983.5,14.5,56.9,355.5,556.6,7418.4,2506.8,4434.2,477.5
Florida,1981,10166000.0,98109.0,1522.0,5707.0,35473.0,55407.0,718470.0,241536.0,431222.0,45712.0,965.1,15.0,56.1,348.9,545.0,7067.4,2375.9,4241.8,449.7
Florida,1982,10416000.0,93411.0,1409.0,5587.0,31002.0,55413.0,684166.0,211932.0,427462.0,44772.0,896.8,13.5,53.6,297.6,532.0,6568.4,2034.7,4103.9,429.8
Florida,1983,10680000.0,88292.0,1199.0,5170.0,28126.0,53797.0,635934.0,191902.0,400796.0,43236.0,826.7,11.2,48.4,263.4,503.7,5954.4,1796.8,3752.8,404.8
Florida,1984,10976000.0,95270.0,1264.0,5570.0,30311.0,58125.0,653429.0,198446.0,408153.0,46830.0,868.0,11.5,50.7,276.2,529.6,5953.3,1808.0,3718.6,426.7
Florida,1985,11366000.0,106971.0,1296.0,6004.0,35506.0,64165.0,753918.0,228402.0,465792.0,59724.0,941.1,11.4,52.8,312.4,564.5,6633.1,2009.5,4098.1,525.5
Florida,1986,11675000.0,121013.0,1371.0,6152.0,42822.0,70668.0,839651.0,259331.0,510496.0,69824.0,1036.5,11.7,52.7,366.8,605.3,7191.9,2221.3,4372.6,598.1
Florida,1987,12023000.0,123168.0,1371.0,6032.0,42869.0,72896.0,899167.0,271346.0,546466.0,81355.0,1024.4,11.4,50.2,356.6,606.3,7478.7,2256.9,4545.2,676.7
Florida,1988,12377000.0,138343.0,1416.0,6154.0,49916.0,80857.0,967869.0,283960.0,589215.0,94694.0,1117.7,11.4,49.7,403.3,653.3,7819.9,2294.3,4760.6,765.1
Florida,1989,12671000.0,140575.0,1405.0,6299.0,51188.0,81683.0,975042.0,289254.0,583702.0,102086.0,1109.4,11.1,49.7,404.0,644.6,7695.1,2282.8,4606.6,805.7
Florida,1990,12937926.0,160990.0,1379.0,6781.0,53928.0,98902.0,978944.0,280832.0,591210.0,106902.0,1244.3,10.7,52.4,416.8,764.4,7566.5,2170.6,4569.6,826.3
Florida,1991,13277000.0,157243.0,1248.0,6865.0,53083.0,96047.0,977570.0,266313.0,607222.0,104035.0,1184.3,9.4,51.7,399.8,723.4,7362.9,2005.8,4573.5,783.6
Florida,1992,13488000.0,162827.0,1208.0,7310.0,49482.0,104827.0,964533.0,254755.0,598093.0,111685.0,1207.2,9.0,54.2,366.9,777.2,7151.0,1888.8,4434.3,828.0
Florida,1993,13679000.0,164975.0,1224.0,7359.0,48913.0,107479.0,977363.0,251063.0,603784.0,122516.0,1206.0,8.9,53.8,357.6,785.7,7145.0,1835.4,4413.9,895.7
Florida,1994,13953000.0,160016.0,1165.0,7301.0,45871.0,105679.0,991105.0,237341.0,626578.0,127186.0,1146.8,8.3,52.3,328.8,757.4,7103.2,1701.0,4490.6,911.5
Florida,1995,14166000.0,151711.0,1037.0,6887.0,42485.0,101302.0,939288.0,215657.0,612311.0,111320.0,1071.0,7.3,48.6,299.9,715.1,6630.6,1522.4,4322.4,785.8
Florida,1996,14400000.0,151350.0,1077.0,7508.0,41643.0,101122.0,928273.0,219056.0,605448.0,103769.0,1051.0,7.5,52.1,289.2,702.2,6446.3,1521.2,4204.5,720.6
Florida,1997,14654000.0,149996.0,1012.0,7599.0,40459.0,100926.0,915613.0,213926.0,594492.0,107195.0,1023.6,6.9,51.9,276.1,688.7,6248.2,1459.8,4056.9,731.5
Florida,1998,14916000.0,140016.0,967.0,7404.0,36198.0,95447.0,887107.0,203105.0,579752.0,104250.0,938.7,6.5,49.6,242.7,639.9,5947.4,1361.7,3886.8,698.9
Florida,1999,15111244.0,129044.0,859.0,6990.0,31969.0,89226.0,808674.0,181378.0,534105.0,93191.0,854.0,5.7,46.3,211.6,590.5,5351.5,1200.3,3534.5,616.7
Florida,2000,15982378.0,129777.0,903.0,7057.0,31809.0,90008.0,780377.0,172898.0,518298.0,89181.0,812.0,5.6,44.2,199.0,563.2,4882.7,1081.8,3242.9,558.0
Florida,2001,16373330.0,130713.0,874.0,6641.0,32867.0,90331.0,782517.0,176052.0,516548.0,89917.0,798.3,5.3,40.6,200.7,551.7,4779.2,1075.2,3154.8,549.2
Florida,2002,16691701.0,128721.0,911.0,6753.0,32581.0,88476.0,777236.0,177242.0,511478.0,88516.0,771.2,5.5,40.5,195.2,530.1,4656.4,1061.9,3064.3,530.3
Florida,2003,16999181.0,124280.0,924.0,6727.0,31523.0,85106.0,757696.0,170644.0,505489.0,81563.0,731.1,5.4,39.6,185.4,500.6,4457.3,1003.8,2973.6,479.8
Florida,2004,17385430.0,123754.0,946.0,6612.0,29997.0,86199.0,727141.0,166332.0,482484.0,78325.0,711.8,5.4,38.0,172.5,495.8,4182.5,956.7,2775.2,450.5
Florida,2005,17768191.0,125957.0,883.0,6592.0,30141.0,88341.0,712998.0,164783.0,472912.0,75303.0,709.0,5.0,37.1,169.6,497.2,4013.0,927.4,2662.0,424.0
Florida,2006,18089888.0,129602.0,1129.0,6475.0,34147.0,87851.0,721101.0,170873.0,473774.0,76454.0,716.4,6.2,35.8,188.8,485.6,3986.2,944.6,2619.0,422.6
Florida,2007,18251243.0,131878.0,1202.0,6149.0,38155.0,86372.0,746249.0,181836.0,490783.0,73630.0,722.6,6.6,33.7,209.1,473.2,4088.8,996.3,2689.0,403.4
Florida,2008,18328340.0,126256.0,1168.0,5972.0,36268.0,82848.0,758889.0,188472.0,506902.0,63515.0,688.9,6.4,32.6,197.9,452.0,4140.5,1028.3,2765.7,346.5
Florida,2009,18537969.0,113541.0,1017.0,5501.0,30911.0,76112.0,712010.0,181884.0,479867.0,50259.0,612.5,5.5,29.7,166.7,410.6,3840.8,981.1,2588.6,271.1
Florida,2010,18838613.0,101969.0,987.0,5373.0,26086.0,69523.0,669035.0,169119.0,458454.0,41462.0,541.3,5.2,28.5,138.5,369.0,3551.4,897.7,2433.6,220.1
Florida,2011,19082262.0,98198.0,984.0,5273.0,25622.0,66319.0,671200.0,170171.0,461408.0,39621.0,514.6,5.2,27.6,134.3,347.5,3517.4,891.8,2418.0,207.6
Florida,2012,19317568.0,94087.0,1009.0,5260.0,23889.0,63929.0,632988.0,153563.0,442095.0,37330.0,487.1,5.2,27.2,123.7,330.9,3276.7,794.9,2288.6,193.2
Georgia,1960,3943116.0,6262.0,469.0,294.0,974.0,4525.0,49253.0,15461.0,27979.0,5813.0,158.8,11.9,7.5,24.7,114.8,1249.1,392.1,709.6,147.4
Georgia,1961,3987000.0,6269.0,400.0,380.0,1129.0,4360.0,53445.0,17439.0,29746.0,6260.0,157.2,10.0,9.5,28.3,109.4,1340.5,437.4,746.1,157.0
Georgia,1962,4100000.0,6200.0,422.0,439.0,1301.0,4038.0,57160.0,18872.0,30436.0,7852.0,151.2,10.3,10.7,31.7,98.5,1394.1,460.3,742.3,191.5
Georgia,1963,4140000.0,7019.0,390.0,396.0,1410.0,4823.0,62841.0,19400.0,34843.0,8598.0,169.5,9.4,9.6,34.1,116.5,1517.9,468.6,841.6,207.7
Georgia,1964,4294000.0,8285.0,503.0,529.0,1445.0,5808.0,70609.0,22706.0,37954.0,9949.0,192.9,11.7,12.3,33.7,135.3,1644.4,528.8,883.9,231.7
Georgia,1965,4357000.0,8777.0,491.0,586.0,1297.0,6403.0,68094.0,21236.0,38428.0,8430.0,201.4,11.3,13.4,29.8,147.0,1562.9,487.4,882.0,193.5
Georgia,1966,4459000.0,9066.0,504.0,650.0,1555.0,6357.0,74754.0,24580.0,42070.0,8104.0,203.3,11.3,14.6,34.9,142.6,1676.5,551.2,943.5,181.7
Georgia,1967,4509000.0,8536.0,501.0,561.0,1682.0,5792.0,79581.0,26667.0,43900.0,9014.0,189.3,11.1,12.4,37.3,128.5,1764.9,591.4,973.6,199.9
Georgia,1968,4588000.0,9903.0,636.0,619.0,2181.0,6467.0,89021.0,30317.0,47858.0,10846.0,215.8,13.9,13.5,47.5,141.0,1940.3,660.8,1043.1,236.4
Georgia,1969,4641000.0,11235.0,551.0,794.0,2895.0,6995.0,100124.0,32555.0,54897.0,12672.0,242.1,11.9,17.1,62.4,150.7,2157.4,701.5,1182.9,273.0
Georgia,1970,4589575.0,13976.0,702.0,740.0,4395.0,8139.0,118277.0,41301.0,62812.0,14164.0,304.5,15.3,16.1,95.8,177.3,2577.1,899.9,1368.6,308.6
Georgia,1971,4664000.0,15898.0,745.0,1004.0,4858.0,9291.0,126254.0,49003.0,63173.0,14078.0,340.9,16.0,21.5,104.2,199.2,2707.0,1050.7,1354.5,301.8
Georgia,1972,4720000.0,17823.0,871.0,984.0,6340.0,9628.0,126222.0,51056.0,60689.0,14477.0,377.6,18.5,20.8,134.3,204.0,2674.2,1081.7,1285.8,306.7
Georgia,1973,4786000.0,19738.0,834.0,1236.0,7565.0,10103.0,144437.0,60726.0,66558.0,17153.0,412.4,17.4,25.8,158.1,211.1,3017.9,1268.8,1390.7,358.4
Georgia,1974,4882000.0,21587.0,868.0,1323.0,8617.0,10779.0,169417.0,71394.0,81078.0,16945.0,442.2,17.8,27.1,176.5,220.8,3470.2,1462.4,1660.8,347.1
